Name,Total population,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races,Median age,Median household income($),Male population,Female population,Total educational attainment,High school graduate,Bachelors degree,Masters degree,zip code tabulation area
ZCTA5 62522,15010,9632,4401,9,123,3,72,770,35.4,50144,6812,8198,9422,3006,601,567,62522
ZCTA5 62523,800,314,409,2,13,0,0,62,38.3,12663,604,196,693,136,38,12,62523
ZCTA5 62526,30572,21779,6451,10,483,9,492,1348,42.6,46599,14052,16520,22072,7348,1800,1288,62526
ZCTA5 62530,1415,1346,44,1,14,0,0,10,36.2,70966,715,700,1000,297,52,44,62530
ZCTA5 62531,1892,1823,38,0,0,0,2,29,42.7,91711,1055,837,1404,470,127,39,62531
ZCTA5 62532,64,64,0,0,0,0,0,0,24.0,-666666666,22,42,32,7,7,9,62532
ZCTA5 62533,788,756,0,4,3,0,2,23,37.5,72917,343,445,486,132,34,50,62533
ZCTA5 62534,1062,1021,0,0,11,0,11,19,49.9,68333,536,526,773,300,58,15,62534
ZCTA5 62535,3856,3441,35,0,201,0,0,179,41.4,107944,2061,1795,2586,362,225,385,62535
ZCTA5 62536,741,726,0,6,9,0,0,0,55.0,132216,388,353,596,107,50,114,62536
ZCTA5 62537,329,329,0,0,0,0,0,0,29.6,68438,162,167,206,93,10,0,62537
ZCTA5 62538,471,470,0,0,0,0,0,1,43.4,61563,242,229,330,103,35,29,62538
ZCTA5 62539,1151,1112,4,0,3,0,0,32,42.4,83542,593,558,822,363,81,26,62539
ZCTA5 62540,1186,1147,0,0,0,0,36,3,53.5,62446,622,564,941,413,93,6,62540
ZCTA5 62541,46,46,0,0,0,0,0,0,31.4,-666666666,22,24,46,0,0,0,62541
ZCTA5 62543,652,562,0,0,4,0,0,86,31.3,62462,363,289,378,123,32,18,62543
ZCTA5 62544,1600,1534,17,0,0,0,23,26,42.7,74833,771,829,1165,406,91,42,62544
ZCTA5 62545,1296,1219,0,0,0,0,0,77,47.9,74318,653,643,1006,359,72,9,62545
ZCTA5 62546,1564,1476,0,0,5,0,0,83,42.8,80417,843,721,1050,484,85,17,62546
ZCTA5 62547,767,703,0,0,1,0,0,63,40.2,63750,470,297,511,254,49,10,62547
ZCTA5 62548,2202,2146,0,0,0,0,25,31,43.5,68602,972,1230,1517,635,126,91,62548
ZCTA5 62549,6684,6135,306,0,150,0,35,58,37.9,98851,3226,3458,4231,1035,411,383,62549
ZCTA5 62550,2902,2777,40,19,1,0,21,44,39.2,77431,1475,1427,1919,669,227,84,62550
ZCTA5 62551,924,779,0,1,0,0,3,141,36.3,65750,500,424,581,209,50,45,62551
ZCTA5 62553,359,339,0,0,0,0,0,20,47.9,78750,186,173,272,94,37,2,62553
ZCTA5 62554,1727,1567,67,0,9,0,26,58,41.4,92344,744,983,1174,333,175,26,62554
ZCTA5 62555,1545,1526,0,0,0,0,0,19,39.2,74800,726,819,1039,503,57,96,62555
ZCTA5 62556,321,321,0,0,0,0,0,0,47.2,51731,160,161,236,103,20,3,62556
ZCTA5 62557,7002,6777,0,0,77,0,0,148,46.1,53060,3621,3381,5206,2040,583,165,62557
ZCTA5 62558,3489,3306,28,0,0,0,0,155,45.8,76657,1750,1739,2462,896,192,133,62558
ZCTA5 62560,1408,1326,31,8,7,0,0,36,35.7,70500,721,687,864,210,94,81,62560
ZCTA5 62561,5107,4989,11,0,30,0,12,65,50.1,72302,2516,2591,3834,1670,202,251,62561
ZCTA5 62563,5759,5478,16,0,78,0,61,126,44.3,112938,2780,2979,3931,1027,383,499,62563
ZCTA5 62565,7590,7358,12,11,9,40,0,160,46.3,61389,3527,4063,5399,2008,543,371,62565
ZCTA5 62567,899,873,0,2,11,0,0,13,48.7,55625,480,419,715,291,59,32,62567
ZCTA5 62568,16292,14942,849,39,181,0,68,213,40.2,56201,8703,7589,11484,4263,1137,433,62568
ZCTA5 62570,630,630,0,0,0,0,0,0,26.9,84500,278,352,368,104,31,17,62570
ZCTA5 62571,1321,1297,0,0,0,0,0,24,56.0,66207,651,670,1089,576,116,10,62571
ZCTA5 62572,530,526,0,0,0,0,0,4,40.7,91750,264,266,336,107,59,9,62572
ZCTA5 62573,1319,1264,0,0,0,0,2,53,40.2,86719,676,643,830,223,144,34,62573
ZCTA5 62601,329,322,0,0,0,0,0,7,37.1,100179,154,175,185,90,20,3,62601
ZCTA5 62610,150,149,0,0,0,0,0,1,45.0,46875,74,76,104,50,11,2,62610
ZCTA5 62611,1114,1107,0,0,0,1,0,6,39.0,64375,558,556,823,225,102,16,62611
ZCTA5 62612,1482,1431,23,8,0,0,0,20,47.4,69524,691,791,1085,398,125,75,62612
ZCTA5 62613,3857,3591,101,0,16,0,15,134,37.0,94058,1797,2060,2450,578,345,237,62613
ZCTA5 62615,5490,5375,5,0,0,0,0,110,36.0,94871,2603,2887,3643,1214,285,371,62615
ZCTA5 62617,478,457,0,0,0,0,0,21,56.2,51786,215,263,407,170,48,17,62617
ZCTA5 62618,7318,5213,417,100,97,100,642,749,36.2,62768,3796,3522,4709,1690,269,208,62618
ZCTA5 62621,1219,1118,0,4,38,0,46,13,44.3,76667,677,542,891,374,63,27,62621
ZCTA5 62622,90,56,0,0,0,0,0,34,34.3,-666666666,43,47,50,16,0,10,62622
ZCTA5 62624,266,234,5,0,8,0,0,19,58.1,-666666666,149,117,207,50,20,3,62624
ZCTA5 62625,874,787,0,0,21,0,8,58,51.2,139375,489,385,674,163,48,62,62625
ZCTA5 62626,7840,7135,189,0,30,0,123,363,45.0,64888,3796,4044,5619,1452,574,368,62626
ZCTA5 62627,1023,975,7,11,0,0,16,14,47.6,59783,571,452,702,261,52,30,62627
ZCTA5 62628,799,760,0,0,0,0,0,39,42.8,76579,397,402,527,168,37,40,62628
ZCTA5 62629,15245,13957,332,0,354,20,19,563,35.6,104600,7018,8227,9316,1276,1068,1386,62629
ZCTA5 62630,686,683,0,0,0,0,0,3,45.4,74777,425,261,500,208,78,47,62630
ZCTA5 62631,294,289,0,0,0,0,5,0,51.4,58047,168,126,227,106,10,8,62631
ZCTA5 62633,603,569,0,0,0,0,11,23,47.7,41711,255,348,398,131,28,17,62633
ZCTA5 62634,984,942,1,0,0,1,2,38,40.6,75962,506,478,675,174,69,108,62634
ZCTA5 62635,671,667,0,2,0,0,0,2,35.7,65096,326,345,437,148,43,9,62635
ZCTA5 62638,1288,1278,0,0,3,0,0,7,50.6,78500,718,570,893,420,63,23,62638
ZCTA5 62639,213,204,0,1,0,0,0,8,47.5,-666666666,125,88,152,39,0,14,62639
ZCTA5 62640,3273,3126,0,0,0,6,4,137,46.2,65000,1614,1659,2354,882,255,86,62640
ZCTA5 62642,1417,1385,0,0,2,0,1,29,45.5,74621,716,701,1013,347,121,39,62642
ZCTA5 62643,696,657,0,0,0,0,0,39,30.5,78237,386,310,419,78,48,53,62643
ZCTA5 62644,4690,4538,17,5,15,0,0,115,43.8,53970,2418,2272,3444,1162,450,131,62644
ZCTA5 62649,408,402,0,0,0,0,1,5,49.0,68750,193,215,309,181,11,6,62649
ZCTA5 62650,24627,21369,1611,38,199,0,204,1206,40.5,60143,12239,12388,17413,5178,1274,948,62650
ZCTA5 62655,719,715,0,0,0,0,0,4,34.8,50625,321,398,438,151,138,12,62655
ZCTA5 62656,18216,15494,1690,12,55,0,91,874,40.2,57379,8789,9427,13112,3960,954,634,62656
ZCTA5 62661,1477,1421,4,0,2,0,0,50,31.1,66618,844,633,818,144,70,83,62661
ZCTA5 62663,185,183,0,0,0,0,0,2,52.2,70893,89,96,132,45,14,8,62663
ZCTA5 62664,2945,2792,29,0,20,0,34,70,46.2,68013,1431,1514,2063,664,202,114,62664
ZCTA5 62665,1361,1305,0,0,0,0,3,53,48.3,49531,623,738,1007,462,108,17,62665
ZCTA5 62666,517,498,0,0,0,0,0,19,41.9,87750,264,253,375,105,62,4,62666
ZCTA5 62667,560,553,0,0,0,0,0,7,49.5,60000,274,286,442,115,34,24,62667
ZCTA5 62668,1322,1256,36,4,0,0,0,26,39.1,65833,647,675,937,409,37,53,62668
ZCTA5 62670,2514,2432,58,0,0,0,0,24,46.1,80521,1138,1376,1802,496,217,193,62670
ZCTA5 62671,530,465,0,42,0,0,0,23,39.7,98235,254,276,373,111,54,20,62671
ZCTA5 62672,150,146,0,0,0,0,0,4,54.2,44583,66,84,125,47,16,0,62672
ZCTA5 62673,328,328,0,0,0,0,0,0,54.3,63523,133,195,241,126,34,6,62673
ZCTA5 62674,1398,1391,0,0,0,0,0,7,46.2,41042,683,715,958,412,72,32,62674
ZCTA5 62675,5877,5675,15,0,29,0,0,158,45.4,83291,2956,2921,4320,1267,520,402,62675
ZCTA5 62677,2176,2152,0,11,2,0,0,11,50.8,91607,1124,1052,1609,463,188,95,62677
ZCTA5 62681,5717,5259,250,0,15,0,53,140,47.6,64653,3213,2504,4389,1430,460,214,62681
ZCTA5 62682,751,658,1,3,24,0,0,65,37.0,66750,361,390,531,200,40,21,62682
ZCTA5 62684,5669,5287,263,0,2,0,0,117,41.8,136827,2637,3032,3831,517,369,426,62684
ZCTA5 62685,1692,1484,200,0,2,0,1,5,45.5,58500,777,915,1129,296,172,54,62685
ZCTA5 62688,852,847,0,0,0,0,0,5,46.5,77500,453,399,660,258,22,22,62688
ZCTA5 62689,557,543,0,0,7,0,0,7,37.6,56563,310,247,369,168,26,8,62689
ZCTA5 62690,3830,3755,0,0,19,0,0,56,41.0,77857,1596,2234,2652,1182,284,59,62690
ZCTA5 62691,2355,2284,20,0,1,0,9,41,44.8,71213,1150,1205,1721,712,144,41,62691
ZCTA5 62692,2228,1995,31,0,39,0,25,138,43.6,63883,1031,1197,1522,547,161,87,62692
ZCTA5 62693,1805,1709,25,0,9,0,0,62,40.6,122313,922,883,1242,295,117,164,62693
ZCTA5 62694,2891,2803,0,2,0,0,4,82,44.3,62115,1373,1518,2005,841,136,86,62694
ZCTA5 62695,473,460,0,0,2,0,0,11,50.2,65375,247,226,361,155,21,9,62695
ZCTA5 62701,1078,581,282,10,106,0,13,86,39.3,31500,715,363,1001,171,60,70,62701
ZCTA5 62702,32539,24294,5525,6,367,0,166,2181,38.4,51814,16140,16399,22370,6367,1986,1097,62702
ZCTA5 62703,28809,16208,10152,67,257,0,239,1886,37.9,43760,13794,15015,19392,5301,1472,1200,62703
ZCTA5 62704,40495,30714,6254,37,1554,12,211,1713,39.6,63120,19559,20936,28732,5896,2448,3437,62704
ZCTA5 62706,0,0,0,0,0,0,0,0,-666666666.0,-666666666,0,0,0,0,0,0,62706
ZCTA5 62707,7725,6691,200,0,97,0,125,612,48.5,86500,4099,3626,5819,1694,535,586,62707
ZCTA5 62711,17759,14531,1103,33,1183,0,139,770,46.6,117594,7879,9880,12913,2188,922,2057,62711
ZCTA5 62712,10275,9297,538,2,170,0,45,223,46.4,103452,4980,5295,7600,1272,919,1058,62712
ZCTA5 62801,19976,16561,2162,10,303,0,169,771,42.3,52840,10619,9357,14179,3686,1440,604,62801
ZCTA5 62803,1128,1078,24,3,2,0,15,6,36.2,83438,596,532,667,116,223,36,62803
ZCTA5 62806,3316,3219,1,36,26,0,8,26,40.9,63295,1635,1681,2259,655,400,100,62806
ZCTA5 62807,832,827,0,0,0,0,0,5,41.3,79667,384,448,630,129,56,14,62807
ZCTA5 62808,1902,1851,2,0,0,0,9,40,39.5,64613,1096,806,1311,430,144,60,62808
ZCTA5 62809,288,284,0,0,0,0,4,0,39.7,41620,164,124,194,59,43,9,62809
ZCTA5 62810,1032,939,0,8,9,0,0,76,36.6,63068,554,478,683,169,57,25,62810
ZCTA5 62811,256,248,0,0,0,0,8,0,39.4,40208,85,171,162,61,31,1,62811
ZCTA5 62812,11396,10720,53,8,0,0,22,593,42.0,51978,5808,5588,7922,2117,958,408,62812
ZCTA5 62814,1782,1639,0,48,0,0,0,95,39.0,66842,853,929,1195,318,155,28,62814
ZCTA5 62815,280,248,0,0,0,0,0,32,48.5,73571,139,141,194,82,35,6,62815
ZCTA5 62816,1104,1035,0,1,0,0,0,68,49.6,54679,553,551,876,269,125,12,62816
ZCTA5 62817,573,516,0,0,0,0,14,43,62.1,55192,301,272,509,149,15,33,62817
ZCTA5 62818,409,388,0,1,0,0,0,20,48.9,62917,196,213,295,93,42,9,62818
ZCTA5 62819,267,260,0,0,0,0,0,7,44.6,42727,126,141,203,67,32,3,62819
ZCTA5 62820,133,132,0,0,0,0,0,1,37.0,-666666666,58,75,83,33,20,22,62820
ZCTA5 62821,7005,6770,59,4,53,0,26,93,45.8,55646,3451,3554,5193,1317,752,260,62821
ZCTA5 62822,2597,2437,1,0,10,0,5,144,42.2,42589,1332,1265,1846,484,224,54,62822
ZCTA5 62823,1751,1713,11,0,0,0,11,16,38.9,57692,841,910,1157,262,233,57,62823
ZCTA5 62824,1865,1818,10,0,0,0,3,34,36.9,67652,883,982,1230,373,144,20,62824
ZCTA5 62825,243,240,0,0,0,0,2,1,54.2,55000,127,116,199,55,26,0,62825
ZCTA5 62827,1097,1075,7,2,0,0,0,13,49.0,49583,562,535,841,326,113,25,62827
ZCTA5 62828,1359,1350,0,0,9,0,0,0,40.5,71250,684,675,847,281,167,50,62828
ZCTA5 62829,128,128,0,0,0,0,0,0,28.8,-666666666,82,46,76,0,46,0,62829
ZCTA5 62830,1338,1221,6,0,12,0,5,94,44.3,51797,672,666,987,299,229,55,62830
ZCTA5 62831,380,379,1,0,0,0,0,0,53.1,77750,169,211,312,100,58,18,62831
ZCTA5 62832,8986,7942,483,9,51,0,166,335,43.2,55152,4469,4517,6152,1653,746,170,62832
ZCTA5 62833,334,334,0,0,0,0,0,0,35.7,69271,198,136,222,56,36,0,62833
ZCTA5 62835,1325,1281,5,2,0,0,4,33,46.3,38945,577,748,985,288,181,16,62835
ZCTA5 62836,913,895,0,1,0,0,4,13,40.6,67566,490,423,593,71,107,28,62836
ZCTA5 62837,8300,7845,111,0,44,0,158,142,45.2,52321,4205,4095,6004,1714,1027,233,62837
ZCTA5 62838,1540,1486,0,1,0,0,2,51,41.8,64659,811,729,1075,368,145,21,62838
ZCTA5 62839,6286,5866,6,47,39,0,26,302,43.8,54436,3088,3198,4495,1188,741,163,62839
ZCTA5 62841,140,131,0,0,0,0,0,9,44.5,32361,88,52,92,28,2,6,62841
ZCTA5 62842,673,640,0,0,18,0,9,6,43.0,56875,341,332,492,109,103,19,62842
ZCTA5 62843,90,83,0,0,7,0,0,0,68.0,15764,60,30,74,14,2,0,62843
ZCTA5 62844,2002,1909,22,2,10,0,0,59,41.5,60760,962,1040,1413,337,264,48,62844
ZCTA5 62846,2026,1428,400,4,0,0,38,156,43.1,60000,1578,448,1657,486,53,26,62846
ZCTA5 62848,514,446,36,0,0,0,0,32,52.3,63636,250,264,373,107,59,13,62848
ZCTA5 62849,2039,1901,6,2,6,5,13,106,40.5,65089,1011,1028,1357,442,183,34,62849
ZCTA5 62850,627,627,0,0,0,0,0,0,16.8,95950,308,319,236,84,0,3,62850
ZCTA5 62851,247,244,0,0,0,0,0,3,42.8,87917,140,107,167,73,52,14,62851
ZCTA5 62852,132,121,0,1,6,0,0,4,55.4,69091,69,63,117,28,24,7,62852
ZCTA5 62853,998,975,2,0,5,0,0,16,35.0,69000,525,473,628,140,124,37,62853
ZCTA5 62854,1582,1553,0,0,2,0,5,22,46.3,57692,745,837,1124,490,155,30,62854
ZCTA5 62856,351,333,0,3,0,0,0,15,44.2,61875,177,174,258,79,42,3,62856
ZCTA5 62858,3343,3239,45,24,1,0,0,34,39.1,61458,1749,1594,2221,564,306,83,62858
ZCTA5 62859,5283,5055,8,0,25,24,72,99,42.7,58788,2534,2749,3864,991,460,221,62859
ZCTA5 62860,468,457,0,2,0,0,0,9,45.5,62292,269,199,331,64,79,9,62860
ZCTA5 62861,124,124,0,0,0,0,0,0,37.4,34000,73,51,94,22,18,0,62861
ZCTA5 62862,303,303,0,0,0,0,0,0,55.1,65938,159,144,233,64,63,2,62862
ZCTA5 62863,9519,8859,109,3,103,0,82,363,44.0,51771,4564,4955,6794,1890,1362,369,62863
ZCTA5 62864,23253,19496,1895,21,355,6,85,1395,40.5,54560,11546,11707,16116,4027,2096,915,62864
ZCTA5 62865,1894,1791,9,0,4,0,8,82,52.5,64750,931,963,1540,233,215,91,62865
ZCTA5 62867,485,445,0,0,0,0,4,36,41.9,34432,209,276,322,76,28,0,62867
ZCTA5 62868,1706,1683,3,0,0,0,3,17,40.2,55446,878,828,1222,309,249,109,62868
ZCTA5 62869,2729,2656,14,0,5,0,30,24,39.1,56333,1321,1408,1759,529,269,75,62869
ZCTA5 62870,2232,2118,34,0,1,0,21,58,46.1,52344,1158,1074,1602,432,171,41,62870
ZCTA5 62871,620,556,0,0,0,0,0,64,42.0,76200,371,249,419,121,74,13,62871
ZCTA5 62872,1112,1001,0,0,0,0,0,111,39.6,56818,567,545,705,213,91,2,62872
ZCTA5 62874,335,321,0,0,0,0,2,12,46.7,38500,179,156,263,88,36,1,62874
ZCTA5 62875,1235,1195,0,3,4,0,4,29,45.2,69545,592,643,857,303,98,52,62875
ZCTA5 62876,135,134,0,0,0,0,0,1,53.5,45500,79,56,113,55,22,2,62876
ZCTA5 62877,441,426,2,0,0,0,0,13,46.3,70795,242,199,325,64,64,16,62877
ZCTA5 62878,250,248,2,0,0,0,0,0,55.4,46295,132,118,202,98,15,5,62878
ZCTA5 62879,46,44,0,0,0,0,1,1,45.8,58750,24,22,33,15,2,0,62879
ZCTA5 62880,636,584,0,0,0,0,0,52,52.8,65208,356,280,464,125,31,59,62880
ZCTA5 62881,10995,10457,251,1,52,0,8,226,39.3,64688,5448,5547,7628,2538,912,321,62881
ZCTA5 62882,2162,1981,23,0,11,0,3,144,45.5,48438,1055,1107,1605,424,124,51,62882
ZCTA5 62883,594,594,0,0,0,0,0,0,43.4,69417,311,283,435,93,99,33,62883
ZCTA5 62884,2809,2682,0,0,85,0,0,42,41.3,55170,1388,1421,1927,499,204,73,62884
ZCTA5 62885,369,294,33,0,0,0,0,42,44.1,55530,187,182,273,118,39,0,62885
ZCTA5 62886,390,367,3,0,18,0,0,2,47.9,51250,192,198,319,81,30,11,62886
ZCTA5 62887,241,206,0,13,0,3,0,19,33.4,-666666666,117,124,169,34,12,32,62887
ZCTA5 62888,1893,1847,0,1,0,0,0,45,45.4,70357,1039,854,1301,435,232,25,62888
ZCTA5 62889,1111,946,64,0,0,0,13,88,49.0,68056,607,504,762,193,203,20,62889
ZCTA5 62890,2338,2278,2,0,0,0,25,33,40.6,52500,1132,1206,1640,448,228,35,62890
ZCTA5 62891,700,676,4,0,0,0,0,20,40.3,40469,332,368,472,111,48,13,62891
ZCTA5 62892,190,186,0,0,2,0,0,2,48.5,67813,100,90,131,21,10,1,62892
ZCTA5 62893,927,861,0,0,0,0,0,66,48.3,71181,472,455,693,221,89,23,62893
ZCTA5 62894,841,811,15,1,0,0,2,12,45.0,71250,418,423,585,125,108,60,62894
ZCTA5 62895,2014,1968,0,0,0,0,0,46,47.3,51000,999,1015,1467,459,208,56,62895
ZCTA5 62896,10959,10617,54,3,0,0,14,271,43.4,51816,5487,5472,7719,2044,945,297,62896
ZCTA5 62897,530,518,0,0,0,0,0,12,36.8,38636,237,293,335,71,53,18,62897
ZCTA5 62898,1955,1741,19,5,0,0,9,181,36.8,85038,949,1006,1243,251,192,104,62898
ZCTA5 62899,1672,1646,0,1,2,0,0,23,38.4,49886,746,926,1078,417,102,3,62899
ZCTA5 62901,23178,14378,5967,26,1392,70,417,928,25.9,31857,12075,11103,12227,1260,1045,1893,62901
ZCTA5 62902,4344,3771,142,0,185,0,10,236,39.6,68125,2338,2006,2833,485,204,359,62902
ZCTA5 62903,2585,1827,291,35,179,11,122,120,28.6,46012,1207,1378,1387,119,99,217,62903
ZCTA5 62905,583,523,0,12,10,0,0,38,49.3,62500,304,279,464,136,23,67,62905
ZCTA5 62906,7217,6722,192,0,14,0,3,286,45.6,45427,3727,3490,5294,1299,347,265,62906
ZCTA5 62907,1873,1858,2,0,0,0,0,13,36.2,64938,873,1000,1128,315,102,38,62907
ZCTA5 62908,443,384,21,0,0,0,0,38,36.8,80500,176,267,276,65,35,9,62908
ZCTA5 62910,2150,1871,230,0,0,0,0,49,40.1,51818,1023,1127,1495,545,181,24,62910
ZCTA5 62912,1668,1603,0,0,1,4,0,60,35.0,61000,788,880,1106,420,73,36,62912
ZCTA5 62914,1880,542,1279,0,0,16,0,43,43.2,32500,911,969,1386,441,143,83,62914
ZCTA5 62915,431,284,61,0,0,0,30,56,34.3,24924,219,212,281,88,32,0,62915
ZCTA5 62916,830,819,1,1,0,0,0,9,41.5,68438,447,383,562,117,71,19,62916
ZCTA5 62917,2516,2001,386,0,55,0,2,72,47.5,48221,1221,1295,1820,567,201,49,62917
ZCTA5 62918,10844,9828,248,13,263,0,2,490,36.9,67224,5072,5772,7362,1265,977,885,62918
ZCTA5 62919,731,677,35,0,0,0,0,19,57.8,51250,366,365,639,173,79,27,62919
ZCTA5 62920,3017,2406,13,0,16,22,21,539,49.7,55659,1550,1467,2274,524,265,121,62920
ZCTA5 62921,243,165,61,0,0,0,0,17,38.6,-666666666,137,106,152,30,39,12,62921
ZCTA5 62922,2824,2765,0,10,0,0,23,26,45.1,68325,1539,1285,2072,577,297,107,62922
ZCTA5 62923,404,386,0,0,0,0,0,18,42.3,57500,214,190,282,106,23,2,62923
ZCTA5 62924,2812,2616,43,0,11,0,4,138,40.4,57500,1273,1539,1902,437,170,158,62924
ZCTA5 62926,2167,2027,28,10,20,0,14,68,40.0,60833,1122,1045,1432,436,190,24,62926
ZCTA5 62927,299,298,0,0,0,0,1,0,46.2,46750,157,142,221,70,12,3,62927
ZCTA5 62928,71,70,0,0,0,0,0,1,61.0,26250,24,47,61,27,8,0,62928
ZCTA5 62930,5630,5326,18,5,53,0,77,151,48.7,51814,2764,2866,4392,1136,548,161,62930
ZCTA5 62931,1335,1301,20,0,0,0,0,14,54.5,47165,671,664,1034,395,143,6,62931
ZCTA5 62932,1238,1059,6,6,0,0,87,80,41.6,44125,669,569,881,174,89,29,62932
ZCTA5 62933,1253,1055,0,0,9,0,7,182,42.7,66250,510,743,833,255,104,82,62933
ZCTA5 62934,715,658,0,0,0,0,0,57,55.3,60931,368,347,592,203,69,29,62934
ZCTA5 62935,2200,2145,0,3,5,11,0,36,39.2,57994,1115,1085,1530,414,260,53,62935
ZCTA5 62938,2874,2544,126,114,1,0,4,85,52.2,59276,1526,1348,2210,767,253,77,62938
ZCTA5 62939,2693,2635,0,0,0,0,0,58,49.9,65774,1292,1401,1966,518,291,162,62939
ZCTA5 62940,729,702,0,0,0,0,6,21,23.9,50938,366,363,336,99,0,4,62940
ZCTA5 62941,500,423,8,0,3,0,1,65,54.7,58750,230,270,443,173,38,12,62941
ZCTA5 62942,565,522,0,0,0,0,10,33,34.7,60625,283,282,337,98,58,2,62942
ZCTA5 62943,312,251,0,0,0,0,0,61,35.1,79423,142,170,194,92,0,0,62943
ZCTA5 62946,11795,11028,185,10,54,21,12,485,40.3,49643,5710,6085,8439,1694,1249,392,62946
ZCTA5 62947,401,401,0,0,0,0,0,0,62.3,67500,237,164,373,121,58,16,62947
ZCTA5 62948,12679,11071,510,190,31,0,164,713,41.1,55272,6012,6667,9165,2260,863,708,62948
ZCTA5 62949,770,666,6,5,10,0,0,83,42.9,35000,350,420,559,141,37,8,62949
ZCTA5 62950,160,153,0,0,0,0,0,7,39.5,81813,103,57,129,61,0,0,62950
ZCTA5 62951,5574,5242,7,12,124,0,42,147,49.0,54120,3023,2551,4015,1008,616,120,62951
ZCTA5 62952,3050,2862,21,18,9,0,2,138,40.4,49432,1499,1551,2162,701,224,70,62952
ZCTA5 62953,333,314,12,0,0,0,0,7,26.7,39464,197,136,181,65,19,2,62953
ZCTA5 62954,590,549,0,21,0,0,0,20,62.4,55977,272,318,515,203,48,7,62954
ZCTA5 62956,1206,1121,25,0,0,0,0,60,41.5,67649,516,690,770,254,114,25,62956
ZCTA5 62957,655,615,11,0,1,0,0,28,41.5,39896,350,305,455,169,8,2,62957
ZCTA5 62958,2091,1898,87,0,63,0,7,36,47.2,64811,1105,986,1562,254,202,265,62958
ZCTA5 62959,27255,23973,1297,80,546,0,211,1148,41.2,61850,14164,13091,19832,5077,2168,1612,62959
ZCTA5 62960,10719,9442,692,0,56,0,33,496,46.7,56483,5176,5543,7808,2370,885,313,62960
ZCTA5 62961,45,45,0,0,0,0,0,0,45.5,-666666666,24,21,33,20,0,0,62961
ZCTA5 62962,0,0,0,0,0,0,0,0,-666666666.0,-666666666,0,0,0,0,0,0,62962
ZCTA5 62963,798,418,345,0,8,0,0,27,39.3,37500,457,341,499,256,41,3,62963
ZCTA5 62964,1170,326,812,2,0,0,0,30,48.7,29429,597,573,844,189,73,45,62964
ZCTA5 62965,45,45,0,0,0,0,0,0,56.6,-666666666,21,24,35,14,6,0,62965
ZCTA5 62966,14198,11199,1192,0,136,0,837,834,40.1,51648,6407,7791,9712,2261,950,687,62966
ZCTA5 62967,344,301,0,0,7,0,0,36,59.3,55625,179,165,234,137,18,3,62967
ZCTA5 62969,342,341,0,0,0,0,0,1,60.1,-666666666,174,168,283,166,9,5,62969
ZCTA5 62970,405,304,95,0,0,0,0,6,57.5,48333,232,173,322,165,9,1,62970
ZCTA5 62972,1128,992,0,0,12,0,111,13,53.1,78750,573,555,825,197,143,16,62972
ZCTA5 62974,1523,1474,0,12,8,0,0,29,48.1,65469,732,791,1094,294,114,58,62974
ZCTA5 62975,169,169,0,0,0,0,0,0,59.1,-666666666,89,80,169,72,5,7,62975
ZCTA5 62976,351,178,173,0,0,0,0,0,45.9,39205,136,215,264,79,6,14,62976
ZCTA5 62977,632,618,0,0,0,0,0,14,47.1,61250,319,313,465,131,50,29,62977
ZCTA5 62979,948,866,0,0,6,0,0,76,43.9,65714,480,468,708,226,103,25,62979
ZCTA5 62982,1131,1124,0,0,0,0,7,0,45.1,42240,584,547,864,288,90,57,62982
ZCTA5 62983,1521,1406,43,7,0,0,0,65,46.0,47448,763,758,1106,280,97,29,62983
ZCTA5 62984,1558,1548,0,0,0,0,0,10,43.8,42083,769,789,1136,292,70,56,62984
ZCTA5 62985,998,931,0,0,0,0,1,66,45.4,74375,425,573,741,178,71,10,62985
ZCTA5 62987,1788,1670,0,0,0,0,0,118,39.7,78963,946,842,1145,342,157,86,62987
ZCTA5 62988,1141,643,435,0,1,0,0,62,45.9,45729,585,556,873,218,69,48,62988
ZCTA5 62990,1155,1111,23,0,11,0,0,10,32.3,63583,513,642,674,225,54,8,62990
ZCTA5 62992,718,600,99,0,0,0,0,19,41.3,66719,377,341,536,108,47,0,62992
ZCTA5 62994,697,637,0,0,2,0,0,58,32.2,61042,310,387,418,98,66,14,62994
ZCTA5 62995,6408,4598,1157,0,22,0,21,610,39.6,55909,4360,2048,4668,993,344,109,62995
ZCTA5 62996,656,520,73,0,0,0,0,63,35.3,42431,349,307,375,124,59,18,62996
ZCTA5 62997,656,562,5,0,1,0,73,15,30.8,57500,359,297,405,164,39,4,62997
ZCTA5 62998,198,198,0,0,0,0,0,0,60.4,68625,84,114,166,57,7,9,62998
ZCTA5 62999,1520,1478,6,0,0,0,8,28,42.9,42321,720,800,1113,391,106,17,62999
ZCTA5 63005,19734,14911,317,26,2614,0,184,1682,45.5,183260,10265,9469,13600,638,403,3629,63005
ZCTA5 63010,34744,32128,304,17,395,0,74,1826,40.3,74776,17294,17450,25004,6706,2852,1316,63010
ZCTA5 63011,36515,30147,794,30,2690,6,241,2607,44.2,121639,18161,18354,25795,2497,1472,4881,63011
ZCTA5 63012,10763,9954,22,0,44,17,0,726,35.7,96294,5550,5213,6993,1689,1372,475,63012
